,Text,labels_encoded
992,"Owing to our patient's age, the rapid onset, and extensive distribution of his eruption, we initially were concerned about paraneoplastic AN.",10
993,"However, an evaluation for a malignant condition was negative.",10
994,The timing of the onset of our patient's eruption within several months of starting niacin therapy is consistent with niacin-induced AN.,16
995,"Niacin is known to cause rapidly progressive, widespread AN that is reversible upon discontinuation of the medication.",16
996,"We discuss the pathogenesis of AN, which is thought to be the final common manifestation of stimulation of different subtypes of tyrosine kinase receptors by various epidermal growth factors.",10
997,"We report a 52-year-old man with a one-year history of multiple, firm, skin-colored nodules on the vertex of the scalp.",11
998,"Histopathologic examination was consistent with a spiradenoma, which is a rare, benign adnexal tumor of controversial histogenesis.",18
999,"Multiple spiradenomas may arise in association with Brooke-Spiegler syndrome, which is an autosomal dominant condition of multiple cyclindromas, trichoeptheliomas, and cyclindromas.",10
1000,"We present a case of cutaneous sarcoidosis in a 77-year-old woman without systemic disease, who presented with two subtypes of lesions: erythematous and hyperpigmented macules on the arms and anterior upper legs and erythematous, hyperkeratotic nodules, some crateriform, on the lower legs and feet.",10
1001,"Whereas cutaneous sarcoidosis is present in up to one-third of cases and may present with a wide variety of lesions, verrucous sarcoidosis is uncommon.",10
1002,"Diagnosis is by clinical and histopathologic exclusion of other entities, which include other causes of granulomatous inflammation such as infections and foreign-body reactions.",18
1003,"Management options include topical, intralesional, or systemic glucocorticoids, antimalarials, tetracycline derivatives, and methotrexate.",5
1004,"We present a case of acrokeratosis verruciformis of Hopf in a 58-year-old woman with multiple, skin-colored, flat-topped, hyperkeratotic papules on the dorsal aspects of the hands and feet.",18
1005,Her lesions appeared at age 13 and her son developed similar lesions at about the same age.,10
1006,"Acrokeratosis verruciformis of Hopf is a rare genodermatosis, which is distinct from keratosis follicularis; sporadic cases have also been described.",10
1007,"Management options include cryotherapy, keratolytics, superficial ablation with CO2 or Nd:YAG lasers, topical retinoids, and acitretin.",5
1008,"Generalized essential telangiectasia, which is a rare condition that is characterized by the progressive development of telangiectases on the skin, is a clinical diagnosis of exclusion.",10
1009,We present a 65-year-old man with a ten-month history of an asymptomatic eruption of the trunk and proximal aspects of the arms and hands that was comprised of macules and patches of telangiectases.,11
1010,"The clinical presentation, associated diseases, hypotheses regarding pathogenesis, differential diagnoses, and reports on treatment modalities are reviewed.",17
1011,The relatively new association of this entity with systemic signs that include hemorrhage as well as the occurrence of generalized essential telangiectasia in patients with a history of hepatitis is discussed.,10
1012,Kaposi sarcoma (KS) is a vascular neoplasm associated with human herpesvirus 8 (HHV-8) infection that can be confused with the clinical and histological findings of chronic venous insufficiency.,10
1013,Definitive diagnosis of KS can only be achieved by performing a polymerase chain reaction for HHV-8 or by immunostaining for the HHV-8 antigen.,18
1014,We describe 2 unusual clinical presentations of KS in the setting of chronic venous insufficiency with clinical and histologic features consistent with stasis dermatitis but positive HHV-8 immunostaining.,18
1015,Both patients had no known risk factors for KS.,15
1016,We propose the possibility that these cases may represent a new clinical variant of KS that may become more prevalent over time.,10
1017,Further studies are needed to identify the risk factors involved.,19
1018,"Meanwhile, skin biopsy with HHV-8 testing may be warranted for violaceous patches and plaques arising on the legs in the setting of chronic venous insufficiency, especially in patients who are unresponsive to treatment.",10
1019,"We present a 40-year-old man with erythematous-to-violaceous, broken, reticulated patches on the upper chest, back, and extremities, which is consistent with livedo racemosa.",11
1020,The cutaneous findings appeared after an increase in dilantin dose and subsequently improved after a reduction in dilantin dose.,16
1021,"Furthermore, antinuclear antibodies and antihistone antibodies were detected.",18
1022,We therefore believe that the livedo racemosa is a cutaneous manifestation of a drug-induced systemic lupus erythematosus.,16
1023,We review the distinctive features of livedo racemosa as well as its associations with several disorders.,17
1024,"Although there are no effective treatments for livedo racemosa, patients often are placed on low-dose aspirin and counseled to avoid smoking in an effort to protect against their increased risk of stroke and arterial thrombosis.",5
1025,A patient with widely metastatic papillary thyroid cancer who had been previously treated with (131)I and external beam radiation presented with purple nodular lesions on his face and scalp.,16
1026,"On biopsy, the nodules were papillary carcinoma with cells that stained for thyroglobulin.",18
1027,"Subsequently he developed decreased left eye visual acuity, and fundoscopy revealed lesions typical of choroidal metastases.",16
1028,Dermal and choroidal metastases of papillary thyroid carcinoma are both rare.,10
1029,"However, the significance of these clinical manifestations may be overlooked and ignored unless the diagnosis is considered.",18
1030,New skin nodules or visual acuity decline in a patient with papillary thyroid cancer may represent manifestations of distant metastatic disease and should prompt thorough evaluation with dermatological examination and fundoscopy.,18
1031,"Choroidal and skin metastases have almost always occurred in patients with advanced disease, but initial presentation with these lesions is possible, and in such instances a thorough search for additional sites of metastatic disease is recommended.",18
1032,Occasionally such metastases may respond to (131)I therapy or external beam radiation.,5
1033,"BACKGROUND: Narrow-band ultraviolet B (NB-UVB) therapy has been used successfully for the treatment of inflammatory and pigmentary skin disorders including atopic dermatitis, psoriasis, mycosis fungoides, polymorphous light eruption, and vitiligo.",5
1034,"METHODS: This is a retrospective review of the treatment outcomes of 117 consecutive patients with vitiligo, pruritus, and other inflammatory dermatoses, excluding those with psoriasis and CTCL, who were treated with NB-UVB between 1998 and 2001 at our institution.",17
1035,RESULTS: Approximately 80% of all patients showed improvement in their condition.,7
1036,"NB-UVB phototherapy was well tolerated, with no serious adverse effects.",16
1037,"In patients with vitiligo, 6.4% had an abnormal thyroid-stimulating hormone level and 6.5% had anemia.",18
1038,"CONCLUSION: NB-UVB may be considered as a viable therapeutic option in the treatment of vitiligo, pruritus, and other inflammatory dermatoses.",8
1039,Long-term adverse effects and cost-benefit analysis of NB-UVB therapy compared to other treatment modalities remain to be determined.,2
1040,A 78-year-old white man presented for routine dermatologic examination.,11
1041,A 4x4-mm erythematous papule was noted on the left upper back.,18
1042,It was asymptomatic and previously unnoticed by the patient.,18
1043,The results of a shave biopsy revealed a large spherule with granular cytoplasm diagnostic of coccidioidomycosis.,18
1044,Chest x-ray revealed a 1.8-cm right upper lobe mass.,18
1045,The complement fixation antibody titer for cocci was 1:128.,18
1046,The patient was treated for disseminated coccidioidomycosis with oral fluconazole.,5
1047,"The epidemiology, diagnosis, and management of coccidioidomycosis are discussed.",5
1048,A 40-year-old female presented with a 2-year history of asymptomatic nodules on her lower extremity.,11
1049,"Symptoms began with a small dark spot on the right thigh, which progressively enlarged.",18
1050,She then developed similar nodules on her right leg and a lesion on her left buttock.,18
1051,"On physical exam, her right proximal lateral thigh revealed a 10 cm x 6 cm indurated, pink-brown, heterogeneous plaque with a hyperpigmented rim.",18
1052,A similar 8 cm x 4 cm indurated plaque was on the distal right thigh.,18
1053,"There was also a 3 to 4 cm hyperpigmented, thin plaque on the left posterior lower extremity and on the left inferior lateral buttock.",18
1054,Exam revealed no cervical or supraclavicular lymphadenopathy or organomegaly.,18
1055,"Preliminary work-up by her primary physicians included serology for Lyme disease, systemic lupus erythematous, thyroid function tests, blood cultures for mycobacteria, and angiotensin-converting enzyme, which were all negative or within normal limits.",18
1056,Biopsies demonstrated a nodular inflammatory infiltrate within the dermis consisting of histiocytes with local aggregates of plasma cells and lymphocytes.,18
1057,Histiocytes were enlarged with vesicular nuclei.,18
1058,"Some plasma cells had prominent Russell bodies, and emperipolesis was observed.",18
1059,"Histiocytes stained positively for S-100, CD68 and CD45, while CD1A, CD30, and CD21; microorganism stains were negative.",18
1060,Myeloid sarcoma is a rare tumor of immature myeloid cells in an extramedullary site.,10
1061,Myeloid sarcoma may present in a variety of locations; skin is one of the common sites.,18
1062,"It may precede or occur concurrently with acute myeloid leukemia, chronic myeloid leukemia, other forms of myeloproliferative disorders/myelodysplastic syndrome or de novo.",10
1063,"We report a case of a 4-month-old female who presented with cutaneous lesions without evidence of leukemia, determined to be de novo myeloid sarcoma.",10
1064,She had erythematous nodules in multiple skin sites.,18
1065,Biopsy revealed a diffuse atypical mononuclear cell infiltrate involving the entire dermis and extending to the subcutis.,18
1066,"The infiltrate was diffusely positive for lysozyme, CD43, CD15, CD33, CD68 and CD117 and was negative for CD3, CD20, CD34, CD56, CD79a, CD99, myeloperoxidase, desmin, chromogranin and synaptophysin, supporting a diagnosis of myeloid sarcoma.",18
1067,No leukemic involvement was found on evaluation of peripheral blood or bone marrow aspiration.,18
1068,"Chromosomal abnormalities were found at chromosomes 7, 10 and 11.",18
1069,"The skin lesions resolved following multiple chemotherapy courses, then recurred requiring additional treatment.",5
1070,De novo myeloid sarcoma involving skin without evidence of leukemia can occur in an infant and may present a diagnostic challenge.,18
1071,"Criteria for diagnosis of amyopathic dermatomyositis vary, and the prognosis is not clear.",18
1072,Our purpose was to investigate prognosis regarding progression to myositis and associated malignancy.,17
1073,We reviewed the medical records of patients with dermatomyositis evaluated at our institution from 1976 to 1994.,17
1074,"Of 746 patients with dermatomyositis, 37 (5%) with the amyopathic subtype were divided into 3 groups: group 1 (73%), no subjective or objective evidence of myopathy; group 2 (13%), no subjective muscle weakness but abnormalities detected by objective tests; group 3 (13%), subjective muscle weakness but no objective evidence of myopathy.",17
1075,Follow-up was conducted by means of a mailed questionnaire.,17
1076,"For 25 patients, follow-up of 1 to 17 years after diagnosis showed muscle weakness in 2 patients in group 1 within 5 years after diagnosis.",18
1077,Five patients (13%) had associated malignancies.,11
1078,"Of 7 (19%) patients with disease onset before the age of 18 years, none had progression to myopathy.",11
1079,"Although it presents with cutaneous lesions indistinguishable from those of classic dermatomyositis, amyopathic dermatomyositis is a distinct entity.",18
1080,"In most patients, amyopathic dermatomyositis does not progress to myopathy.",10
1081,"Prognosis appears favorable, but malignancy may develop.",10
1082,"A comprehensive transient model of chemical penetration through the stratum corneum, viable epidermis and dermis formulated in terms of an Excelâ„¢ spreadsheet and associated add-in is presented.",9
1083,The model is a one-dimensional homogenization of underlying microscopic transport models for stratum corneum and dermis; viable epidermis is treated as unperfused dermis.,9
1084,"The model's salient features are a detailed structural description of the skin layers, a combination of first-principles based transport equations and empirical partition and diffusion coefficients, and the capability of simulating a variety of exposure scenarios.",0
1085,"Model predictions are compared with representative in vitro skin permeation data obtained from the literature using as summary parameters total absorption (Q(abs)), maximum flux (J(max)) and skin permeability coefficient (k(p)).",9
1086,The results of this evaluation demonstrate the current state-of-the-art in prediction of transient skin absorption and highlight areas in which further elaborations are needed to obtain satisfactory predictions.,12
1087,A spreadsheet-based computer program has been developed to address the problem of simultaneous absorption and evaporation from a multicomponent formulation applied to the skin so that the disposition of each ingredient is tracked.,12
1088,The mass and thickness of the formulation layer (or vehicle) change with time as its components disperse.,9
1089,The presence of each component on the surface of the skin generally affects the activity of the other components at the surface.,12
1090,"Thermodynamic activities within the vehicle are governed by either a modified ideal solution model or the UNIversal QUAsiChemical approximation (UNIQUAC) functional group activity coefficient method/UNIQUAC model, at the user's discretion.",9
1091,Program-calculated or experimental solubility limits for the component of greatest interest may be invoked.,19
1092,The predictions of the multicomponent vehicle (MCV) model were compared with human in vitro skin permeation data drawn from an earlier report.,9
1093,Absorption of small to moderate doses of vanillylnonamide from a propylene glycol vehicle was predicted significantly better with the MCV model than with simpler models that track only one component.,2
1094,Repair of scalp defects with exposed calvaria remains a difficult clinical problem.,5
1095,"Herein, we present a simple alternative method of scalp reconstruction.",5
1096,"Coverage of bare skull with GammaGraft (Promethean LifeSciences, Inc, Pittsburgh, PA) promotes the evolution of granulation tissue and permits subsequent skin grafting without need for burring, drilling, or other manipulation of the outer table of the calvaria.",12
1097,A retrospective review of patients undergoing scalp reconstruction utilizing GammaGraft and subsequent skin grafting was performed at our institution.,17
1098,"From our cohort, 5 patients treated with GammaGraft and subsequent skin grafting had both immediate and long-term follow-up available.",11
1099,Indications for scalp reconstruction included erosions of prior skin grafts and direct excision of full-thickness scalp and pericranium.,8
1100,Average time to definitive skin grafting was 3 weeks; repeat application of GammaGraft was required in some patients with reapplication to subsequent smaller wounds as healing occurred.,5
1101,Complications were minor and consisted of ongoing wound drainage.,16
1102,Alternative flap reconstruction was not required in any patient due to treatment failures.,16
1103,"No major complications, wound infections, or early reoperations occurred in any of the patients; 1 patient to date has required repeat reconstruction due to recurrent disease.",16
1104,Coverage of bare skull with GammaGraft and subsequent skin grafting provides a simple and elegant solution to an often too difficult clinical problem.,5
1105,"Confirmed by results in out limited series, the utilization of GammaGraft in calvarial reconstruction represents an alternative method in surgical care of complex scalp defects with exposed bone.",5
1106,"Human skin absorption of radiolabeled parathion was studied in vitro at specific doses (mass loadings) of 0.4, 4.0, 41, or 117 microg/cm(2), with and without occlusion.",6
1107,The compound was applied in small volumes of acetone solution to split-thickness skin.,6
1108,"Permeation of radiolabel into the receptor solutions was monitored for 76 h, after which the tissue was dissected and analyzed for residual radioactivity.",12
1109,"For the 3 lower doses, cumulative permeation after 76 h was approximately dose-proportional, ranging from 28.5-30.5% of applied dose (unoccluded) to 45.5-55.7% (occluded).",6
1110,"Total absorption, calculated as receptor fluid plus dermis content, followed a similar pattern.",17
1111,"Both permeation rate and total absorption continued to increase up to the highest dose tested, consistent with results from other laboratories.",12
1112,"These results are compared with predictions from a previously developed skin diffusion model (Kasting et al., 2008a).",17
1113,"The model predicted total absorption to within a factor of 1.4 at 0.4 microg/cm(2) and 1.6 at 4 microg/cm(2), but substantially underpredicted absorption at the 2 higher doses.",12
1114,The analysis showed that parathion partitioned more favorably into the stratum corneum than the diffusion model prediction.,2
1115,"Nevertheless, comparison of the model predictions to a previously reported human study showed that the skin absorption model, when corrected for surface losses occurring in vivo, satisfactorily described in vivo dermal absorption of parathion applied at 4 microg/cm(2) to various body sites.",12
1116,"Mixed surfactant and surfactant-polymer compositions have been reported to decrease surfactant deposition onto and penetration into the skin relative to single surfactant compositions, potentially improving the mildness of the product.",7
1117,"Previous workers in this area [see Moore :29-46 (2003), and subsequent publications] employed a procedure in which excised porcine skin was exposed to a surfactant solution containing radiolabeled sodium dodecyl sulfate (C-SDS) for 5 h. We have developed an improved SDS penetration assay using excised human skin that reflects typical consumer exposure times for rinse-off products.",12
1118,"Using the new protocol, we were able to see a significant decrease in C-SDS penetration from a sodium lauryl sulfate (SLS)/polyethylene oxide composition applied to excised skin for either 2 or 10 min, as compared to SLS only.",12
1119,"Furthermore, differences between the SDS penetration patterns on porcine skin and human skin were seen with a second SLS/polymer system; consequently, we do not recommend porcine skin for routine mildness screening by C-SDS penetration.",12
1120,Allergic contact dermatitis (ACD) results in inflammation of the skin due to sensitization of the immunologic system to a particular substance.,10
1121,The sensitization process is limited by the compound's ability to both permeate and react with proteins in the integumentary system.,12
1122,"Currently, only in vivo animal tests such as the local lymph node assay (LLNA) are recognized by regulatory authorities for risk assessment of ACD.",18
1123,"A quantitative structure-activity relationship has been developed to predict relative potency, which allows for the prediction of relative sensitization potentials.",12
1124,The experimental values used in this study include EC3 values (the concentration at which the stimulation index equals 3) from LLNA tests.,17
1125,The predictions in this model enable categorization of the compounds into three groups on the basis of risk of sensitization and enable screening of candidate molecules using rapid SAM1 semiempirical calculations prior to animal testing.,17
1126,The model may also be used to reduce the number of animals subjected to testing by providing estimated concentrations required for useful data of risk assessment.,17
1127,The effect of averaging available literature values on predictive ability is also investigated.,17
1128,"The model includes halogenated compounds, aromatic compounds, alcohols, aldehydes, and ketones.",17
1129,The computational investigation resulted in a two-descriptor model that is consistent with the assumed mechanism for sensitization.,12
1130,A porous pathway feature has been added to an existing skin diffusion model to extend the range of applicability to highly polar solutes that do not readily diffuse across the stratum corneum (SC) lipid/corneocyte matrix.,12
1131,"The porous pathway consists of 2 components: Pathway A is appendageal and is implemented as an array of aqueous shunts (the macropores), which themselves have microporous walls with transient aqueous pores (the micropores).",12
1132,"Two varieties of shunts are discussed, one representing a terminal hair follicle and the other representing an eccrine sweat duct; however, the focus here is on the hair follicle.",17
1133,"Pathway B is transcellular, with lipid-phase transport accomplished through defects or breaks in the bilayer lipid structure.",12
1134,The composite model admits polar solutes into the skin in a size-selective manner with an effective micropore radius of 1.6 nm.,12
1135,"Steady-state permeabilities, desorption rates from isolated SC, and SC/water partition coefficients of both polar and lipophilic solutes are effectively explained.",12
1136,A diffusion model to account for the disposition of an arbitrary dose of a (potentially) volatile compound applied to skin from a volatile vehicle is presented.,17
1137,"In its most general form, the model allows for variable diffusivity of the permeant in the stratum corneum (SC) and must be solved numerically.",12
1138,"However, for permeants having a constant diffusivity, absorption, and evaporation is characterized in terms of four dimensionless parameters-a reduced time tau, a fractional deposition depth in the SC f, a ratio of membrane capacity for the permeant to the applied dose beta, and a ratio of evaporative mass transfer coefficient to diffusive permeability chi.",12
1139,An important combination of these parameters arises as the reduced dose M(r) = (fbeta)(-1).,6
1140,Two cases are distinguished.,17
1141,"In Case 1, corresponding to M(r) < or = 1, the dose is less than that required to saturate the upper layers of the SC, and the shape of the absorption and evaporation profiles is independent of the dose.",12
1142,Analytical solutions to Case 1 may be derived for arbitrary initial distributions of the permeant; the solution for a square wave is presented.,17
1143,"In Case 2, corresponding to M(r) > 1, absorption and evaporation approach steady-state values as the dose is increased.",12
1144,Numerical evaluations of this behavior are shown.,17
1145,Limiting behavior for the case of a highly volatile solvent applied to skin is discussed.,17
1146,A companion paper discusses the application of the model to the absorption and evaporation of benzyl alcohol from human skin in vitro.,17
1147,Importance: Reconstructing Mohs defects often requires grafting in the form of full-thickness skin grafts (FTSGs) and composite grafts.,5
1148,These grafts can be complicated by a variable and often indeterminable survival rate.,5
1149,"Other researchers have found that delaying FTSG reconstruction improves graft outcomes, but the optimal interval between excision and reconstruction remains unclear, and no study has examined the association between delaying composite graft reconstruction and graft survival.",19
1150,"Objective: To review the outcomes of Mohs micrographic surgery defect reconstruction using FTSG and composite grafts with respect to patient- and surgery-specific variables, particularly early vs delayed reconstruction.",17
1151,"Design, Setting, and Participants: This retrospective, single-institution cohort study assessed patients who underwent Mohs reconstructive surgery from January 1, 2012, to January 1, 2018.",17
1152,No patients had to be excluded for inadequate follow-up or incomplete medical records.,17
1153,"Delayed reconstruction was defined as greater than 6 days after Mohs excision, the third quartile of the interval to reconstruction among our cohort.",17
1154,"Main Outcomes and Measures: Primary outcome was postoperative complications, including hematoma, infection, dehiscence, epidermolysis, and partial or full graft loss.",16
1155,"Results: A total of 320 defects were reconstructed with FTSG or composite grafts in 310 patients (median [range] age, 68 [21-96] years; 167 female [53.9%]) during the 6-year study period.",11
1156,"The mean interval between the ablative and reconstructive operations was 4.73 days (range, 0-35 days).",17
1157,Univariate logistic regression was used to determine the significant indicators among patient and defect characteristics analyzed.,17
1158,"A multivariate logistic regression model found delayed reconstruction to have a protective association (odds ratio, 0.52; 95% CI, 0.27-0.97; Pâ€‰=â€‰.046) and male sex to have a harmful association (odds ratio, 2.51; 95% CI, 1.52-4.20; Pâ€‰<â€‰.001) with postoperative complications.",16
1159,"Conclusions and Relevance: This study found that delaying reconstruction in FTSGs and composite grafts was associated with decreased rates of postoperative complications, and male sex was associated with an increased risk of postoperative complications.",16
1160,"The findings suggest that this strategy can be considered in patients at increased risk for developing postoperative complications, such as current smokers, patients with large defects, and patients who require use of composite grafts.",8
1161,Permeation of tecnazene into and through human cadaver skin in vitro was assessed using a CC-MS method employing HS-SPME for receptor solution analyses.,17
1162,"Two doses of tecnazene dissolved in acetone, corresponding to 103 and 864 microg/cm2 of tecnazene, were applied to skin mounted on Franz diffusion cells and placed in a fume hood.",6
1163,Cells were either occluded with aluminum foil or left unoccluded.,17
1164,Total absorption of tecnazene (dermis + receptor fluid) after 48 h was 2.2-6.1% of the applied dose for the unoccluded treatments and 22-33% for the occluded treatments.,12
1165,Potentially absorbed dose including all tecnazene that may have eventually permeated the skin ranged from 10% unoccluded to 42-53% occluded.,12
1166,Accumulation in the receptor solutions was satisfactorily described by a working diffusion model after upward adjustment of the partition coefficient for tecnazene in all skin layers by a factor of 5-16 versus a priori values.,12
1167,"However, residual amounts of tecnazene in both the epidermis and dermis were higher than those estimated from the model, suggesting the existence of tissue binding not accounted for in the calculation.",17
1168,"The results indicate that the diffusion model as presently calibrated may significantly underestimate both systemic absorption and skin concentrations of highly lipophilic compounds, as predicted from data generated from in vitro skin permeation assays.",12
1169,Model predictions could be improved by better accounting for partitioning into the epidermis and dermis.,12
1170,The penetration of DEET through split-thickness cadaver skin was measured in non-occluded Franz cells placed either in a fume hood or on a laboratory workbench.,12
1171,"DEET, dissolved in a small volume of ethanol and spiked with (14)C radiolabel was applied to skin at doses from 0.02 to 11000 microg/cm(2).",6
1172,"DEET penetration was greater for cells placed on the workbench, and the percentage of radioactivity penetrated after 72 h increased gradually with dose, for doses up to 680 microg/cm(2).",12
1173,"At higher doses, it declined.",6
1174,Percent penetration ranged from 11.5 +/- 3.2% for a dose of 0.021 microg/cm(2) in the fume hood to 71.9 +/- 5.5% for a dose of 260 microg/cm(2) on the workbench.,12
1175,"Results were interpreted in terms of a diffusion/evaporation model having three parameters-a solubility value for the chemical in the upper stratum corneum, M(sat); a mass transfer coefficient for evaporation, k(evap); and a characteristic time for diffusion, h(2)/D.",17
1176,The parameters obtained from fitting the model to the data (normalized to the fume hood environment) were M(sat) = 18 microg/cm(2) and k(evap) = 2.6 x 10(-5) cm/h.,12
1177,"The value of h(2)/D decreased from 16 h at a DEET dose of 25 microg/cm(2) to 10 h at 1480 microg/cm(2), consistent with an increase in skin permeability of about 1.5-fold over this dose range.",12
1178,This effect was confirmed by means of an additional study in which skin samples pretreated with increasing amounts of unlabeled DEET were washed and redosed with (14)C-benzyl alcohol.,17
1179,"A small (1.7-fold), but significant, increase in benzyl alcohol penetration with increasing amount of DEET was obtained.",12
1180,"Thus, DEET enhanced its own skin permeation rate as well as that of another compound, but the effect was modest and not likely to be a major concern for compounds coadministered with DEET.",7
1181,A method is presented for measuring the lateral diffusion coefficients of exogenously applied compounds on excised skin.,17
1182,The method involves sequential high resolution imaging of the spatial distribution of Î²-radiation associated with [(14)C]-labeled compounds to monitor the development of the concentration profile on the skin surface.,9
1183,"It is exemplified by measurements made on three radiolabeled test compounds--caffeine, testosterone, and zinc pyrithione (ZnPT)--administered as solutions.",17
1184,"Lateral diffusivity is expected to be an important determinant of the topical bioavailability of ZnPT, which is characteristically administered as a fine suspension and must reach microorganisms in molecular form to exert biocidal activity.",12
1185,Application of the test compounds at levels below and above their estimated saturation doses in the upper stratum corneum allows one to distinguish between diffusion-limited and dissolution rate-limited kinetics.,12
1186,"The effective lateral diffusivities of the two chemically stable reference compounds, caffeine and testosterone, were (1-4) Ã— 10(-9) cm(2)/s and (3-9) Ã— 10(-9) cm(2)/s, respectively.",12
1187,"Lateral transport of [(14)C] associated with ZnPT was formulation-dependent, with effective diffusivities of (1-2) Ã— 10(-9) cm(2)/s in water and (3-9) Ã— 10(-9) cm(2)/s in a 1% body wash solution.",12
1188,These differences are thought to be related to molecular speciation and/or the presence of a residual surfactant phase on the skin surface.,12
1189,All values were greater than those estimated for the transverse diffusivities of these compounds in stratum corneum by factors ranging from 250 to over 2000.,7
1190,"Facile lateral transport on skin, combined with a low transdermal permeation rate, may thus be seen to be a key factor in the safe and effective use of ZnPT as a topical antimicrobial agent.",12
1191,The penetration of benzyl alcohol (BA) through split-thickness cadaver skin was measured in nonoccluded Franz cells placed in a fume hood.,12
1192,"BA, dissolved in a small volume of ethanol and spiked with (14)C radiolabel, was applied to skin at nine doses ranging from 0.9 to 10600 microg/cm(2).",6
1193,"The percentage of radioactivity penetrated after 24 h increased gradually with dose, ranging from 19.8 +/- 2.9% at the lowest dose to 29.2 +/- 3.0% at the highest.",12
1194,Less than 4% of the radioactivity was retained in the tissue at 24 h; the remainder was considered to be evaporated.,12
1195,These data and those from a previous study were analyzed in terms of a finite dose diffusion/evaporation model.,17
1196,"The analysis showed that the increase in BA absorption with dose was consistent with a threefold increase in BA diffusivity in the stratum corneum, as its concentration increased from tracer levels to saturation.",12
1197,The variable diffusivity model was able to describe the combined observations from the two studies to within an rms error of 4.2% of dose.,17
1198,A method of estimating the diffusion model parameters independently of the experiment was found to yield good agreement with the experimentally-derived values at low and moderate doses.,17
1199,The specific evaporation rates of 21 volatile organic compounds (VOCs) from either human skin or a glass substrate mounted in modified Franz diffusion cells were determined gravimetrically.,17
1200,"The diffusion cells were positioned either on a laboratory bench top or in a controlled position in a fume hood, simulating indoor and outdoor environments, respectively.",17
1201,A data set of 54 observations (34 skin and 20 glass) was assembled and subjected to a correlation analysis employing 5 evaporative mass transfer relationships drawn from the literature.,17
1202,were found to be the most effective at correlating observed and calculated evaporation rates under the various conditions.,17
1203,The U.S. EPA model was selected for further use based on its simplicity.,17
1204,This is a turbulent flow model based only on vapor pressure and molecular weight of the VOC and the effective air flow rate u. Optimum values of u for the two laboratory environments studied were 0.23 m s(-1) (bench top) and 0.92 m s(-1) (fume hood).,17
1205,"The partition coefficients (K(de)) and diffusivities (D(de)) of compounds in mammalian dermis were examined through an analysis of in vitro permeation data obtained from the literature combined with experimental results with the test permeant, (3)H-testosterone.",17
1206,"The literature data involved 26 compounds ranging in molecular weight from 18 to 476 Da and four species-human, guinea pig, rat and mouse.",17
1207,Testosterone was studied by permeation and desorption measurements employing excised human dermis in the presence and absence of external serum albumin.,17
1208,Mathematical models for both K(de) and D(de) were developed.,17
1209,"The K(de) model involved ionization, binding to extravascular serum proteins and partitioning into a small lipid compartment.",12
1210,The D(de) model employed a free diffusivity with a liquid-like size dependence multiplied by a binding factor derived from K(de).,17
1211,An additional analysis considered in vivo dermal concentration profiles of topically applied permeants.,17
1212,"Literature data for 5 of 6 permeants were shown to be well described by a previously published model for capillary clearance in the dermis, which leads to an exponential decay of concentration with depth.",17
1213,"Computed decay lengths (1/e values) ranged from 210 to 920 microm, and the corresponding clearance rate constants k(de) ranged from 0.9 x 10(-4) to 14 x 10(-4)s(-1) (n=8).",12
1214,Departures from the exponential decay profile are discussed in terms of non-uniform capillary clearance and incomplete attainment of a steady-state.,12
1215,"The disposition of N,N-diethyl-3-methylbenzamide (DEET) applied to split-thickness human cadaver skin was measured in modified Franz cells maintained at 32 degrees C and fitted with a vapor trap.",17
1216,"Ethanolic solutions of DEET (1% w/w) spiked with (14)C radiolabel were applied to skin at a dose of 10 microL per cell, corresponding to a DEET dose of 127 microg/cm(2).",6
1217,Room air was drawn over the skin at velocities ranging from 10-100 mL/min.,17
1218,Evaporation of radiolabel from the skin surface and absorption into the receptor solution were monitored for 24 hr post-dose.,12
1219,"The percentage of radioactivity collected in the vapor trap after 24 hr increased with airflow, ranging from 16 +/- 4% at 10 mL/min to 59 +/- 7% at 70 mL/min.",7
1220,"The percentage of radioactivity absorbed through the skin after 24 hours decreased with increasing airflow, ranging from 69 +/- 7% at 10 mL/min to 20 +/- 1% at 80 mL/min.",7
1221,Tissue retention after 24 hr was 6-14% of the radioactive dose with no clear correlation to airflow.,12
1222,This data as well as DEET absorption data from two previous in vitro studies in which dose and location (fume hood or bench top) was varied were analyzed in terms of a recently developed diffusion/evaporation model for skin implemented on an Excel spreadsheet.,17
1223,A priori model calculations based on independently estimated transport parameters (Model 1) were compared with calculations based on fitted parameters (Models 2 and 3).,17
1224,"The analysis of the combined dataset (n = 272 observations) showed that the Model 1 estimates matched the cumulative disposition profiles to within a root mean square error of 12.4% of the applied dose (r(2) = 0.65), whereas the Model 2 and Model 3 fits matched to within 9.4% (r(2) = 0.80) and 6.5% (r(2) = 0.91), respectively.",17
1225,"The Model 3 fits were obtained using a concentration-dependent diffusivity of DEET in the stratum corneum, the value of which increased 3.4-fold between low concentrations and saturation.",17
1226,This result was consistent with the mild skin penetration enhancement effect for DEET reported elsewhere.,7
1227,OBJECTIVE: The results of sentinel lymph node biopsy (SLNB) can be useful for staging and deciding on adjuvant treatment for patients with head and neck melanoma.,5
1228,False-negative SLNB can result in treatment delay.,18
1229,This study aimed to evaluate the characteristics and outcome of patients with false-negative SLNB in cutaneous melanoma of the head and neck.,18
1230,STUDY DESIGN: Longitudinal cohort study using a prospective institutional tumor registry.,17
1231,SETTING: Academic health center.,17
